full_text,id_str,created_at,username,user_id_str,lang,location,quote_count,reply_count,retweet_count,favorite_count,tweet_url,mentions,mention_count,source,target
Sadly as of 11:15 UTC there has not been enough volume in the last 24 hours to carry out the burn tonight. The contract is set to release BNB to the marketing wallet when a certain amount of percentage of #STCB token volume vs the pancake pool is met. The token is designed for https://t.co/JS2kGrjHbG,1.76E+31,2024-02-13 23:25:26+00:00,SaitaChain_Burn,1.54E+31,en,Wolfpack Coin Collection,1,4,5,17,https://x.com/SaitaChain_Burn/status/1757546553491775978,,0,SaitaChain_Burn,
Air bnb owner: 5 beds 1 bed room 500/night ,1.76E+31,2024-02-13 23:25:00+00:00,__LITTLEJOHN,203735401.0,en,"Detroit, MI",0,0,1,0,https://x.com/__LITTLEJOHN/status/1757546444368511310,,0,__LITTLEJOHN,
$BNB H1 ANOTHER ONE !!! #BNB #BNBUSD #BNBUSDT #BinanceCoin #Binance #crypto #CryptoNews #CryptoCommunity #cryptocurrency #cryptotrading #Trading https://t.co/zQmcCmIr7n,1.76E+31,2024-02-13 23:24:51+00:00,cryptoworld0222,1.52E+31,en,NaN,1,0,0,0,https://x.com/cryptoworld0222/status/1757546405957189898,,0,cryptoworld0222,
GM X from Chonky and his two guards $RPG #RevolveGames #BnB https://t.co/VYn9z3HiSs,1.76E+30,2024-02-13 23:18:32+00:00,Chody_Play,1.45E+31,en,NaN,0,0,0,1,https://x.com/Chody_Play/status/1757544817847042468,,0,Chody_Play,
Mathlieve:Analysis:[Time]：07:15:27|There are thousands of strategies and portfoli|#Cryptocurrency #AI #BTC #ETH #BNB #SOL #DOGE #uniswap #NFT #ERC20 #USDT #PEPE #ORDI | https://t.co/RNFQOnsEDi,1.76E+31,2024-02-13 23:15:26+00:00,Hunter666C4980,1.73E+31,en,singapore,0,4,0,1,https://x.com/Hunter666C4980/status/1757544034745114827,,0,Hunter666C4980,
SALE FOR 155 ONLY (all tints!!) barenbliss BNB Cherry Makes Cheerful Lip Velvet - With Vitamin E Lightweight 24H Mousse Powdery for ₱155 only. https://t.co/a0Twq0vQIV NAKA LIVE SILA NOW!! https://t.co/tfZQ0JXiYn,1.76E+31,2024-02-13 23:14:20+00:00,shopedailyfinds,9.80E+29,en,🇵🇭,0,0,0,0,https://x.com/shopedailyfinds/status/1757543761171878306,,0,shopedailyfinds,
 #Solana s market cap overtakes $BNB secures 4th position In the last 24 hours $SOL surged by 7.56% reaching $112.52 surpassing #BNB . Currently Solana's market cap stands at $49.36B which is 1.74% larger than $BNB's $48.5B. ,1.76E+31,2024-02-13 23:05:38+00:00,christianDaiz,1.65E+31,en,Romania,0,2,0,0,https://x.com/christianDaiz/status/1757541568666271991,,0,christianDaiz,
Valentine's Day today! Make him smile gift $BNB &amp; #BTC! https://t.co/1hKFbn3j53,1.76E+31,2024-02-13 23:03:37+00:00,milabinance,1.72E+31,en,NaN,0,6,1,31,https://x.com/milabinance/status/1757541061482668265,,0,milabinance,
Live with @craigscoinpurse Are $ETH memecoins back? Ordinal Airdrop Season heating up $SOL flips $BNB $BTC flips 50k https://t.co/wHsyI04VUD,1.76E+31,2024-02-13 23:01:00+00:00,greeny_eth,994404102.0,en,NaN,1,1,1,4,https://x.com/greeny_eth/status/1757540403300188655,craigscoinpurse,1,greeny_eth,craigscoinpurse
Me and the bros cutting this weekend fs bnb on us‼️,1.76E+31,2024-02-13 22:57:26+00:00,glizzyjefe4x,1.21E+31,en,United States,1,0,0,1,https://x.com/glizzyjefe4x/status/1757539505995690478,,0,glizzyjefe4x,
Finally I found a serious #Meme wit. Utilities and hard working legit team! $PAPA on #BNB ️ I m filling my bags at the current low market cap!,1.76E+31,2024-02-13 22:21:06+00:00,PeterAnagno,164814647.0,en,NaN,0,0,0,1,https://x.com/PeterAnagno/status/1757530361989419324,,0,PeterAnagno,
what it i just leave everything behind and change my name and go to a small island with barely 100 residents and settle down in a bnb with a cute little owner and a cute little dog that used to be a lighthouse,1.76E+31,2024-02-12 23:59:32+00:00,starryhaze28,1.53E+31,en,ailb | she/her | 21,0,2,1,10,https://x.com/starryhaze28/status/1757192745305657360,,0,starryhaze28,
https://t.co/XXKjp9W7j1 $BNB interesting here if flip this zone also and this coin have Negative funding rate lets see,1.76E+31,2024-02-12 23:59:09+00:00,vhtrader_,1.63E+31,en,NaN,0,0,0,0,https://x.com/vhtrader_/status/1757192648689873320,,0,vhtrader_,
diploma: car: license: in the right grade: good grades: fighting bnb bodies weed liq:,1.76E+31,2024-02-12 23:53:26+00:00,chelleshit,1.66E+31,en,"Florida, USA",0,3,0,17,https://x.com/chelleshit/status/1757191212493156493,,0,chelleshit,
#SOL #SOLANA market capis about to bypass #BNB #BINANCE market cap https://t.co/ab2AEagIrs,1.76E+31,2024-02-12 23:50:08+00:00,wireshark13,1.37E+31,en,"Stockholm, Sweden",0,2,0,0,https://x.com/wireshark13/status/1757190379701485828,,0,wireshark13,
The latest HODL team roundup is now live! Learn more about the HODL project over at https://t.co/p3U6EkJFkV #HODL $HODL #HODLcoin #HODLtoken #HODLers #HODLer #HODLing #HODLgang #HODLarmy #DeFi #BSC #BNB $BNB #BSCgem #BSCgems #Crypto #HODLHands #HODLX #P2E #P2Egame #P2Egames,1.76E+31,2024-02-12 23:49:21+00:00,GemFighterMints,1.76E+31,en,HODLVERSE Inc,0,4,2,14,https://x.com/GemFighterMints/status/1757190182967574720,,0,GemFighterMints,
Safe Degen just keeps on moving! We're bull run ready offering 3% BTC rewards with multiple utilities. #BNB #BTC #safe #degen @BuyWizardBot https://t.co/gvTdJmxwTx,1.76E+31,2024-02-12 23:42:45+00:00,SafeDegens,1.75E+31,en,Canada,0,5,2,4,https://x.com/SafeDegens/status/1757188523487068262,BuyWizardBot,1,SafeDegens,BuyWizardBot
can someone write the bnb crack treated seriously oneshot where they meet under the replies of a pop base tweet passionately arguing about their faves' achievements before somehow falling in love,1.76E+31,2024-02-12 23:41:18+00:00,binneulbinism,1.69E+30,en,"❗️rps, minors dni",0,1,0,18,https://x.com/binneulbinism/status/1757188157710241807,,0,binneulbinism,
$00 #00 #pools NEED TO BREAK .078 AREA #shortsqueeze @wallstreetbets $amc $gme #buythedip $btc $eth $xrp $doge $icp $ect $storj $fil $mana $shib $spell $luna $lunc $cro $jasmy $rndr $apt $blur $arb $ldo $inj $bnb #CryptocurrencyNews #BULLISH,1.76E+31,2024-02-12 23:40:54+00:00,cspratt15139,23025079.0,en,"Penn Hills, PA",1,0,2,2,https://x.com/cspratt15139/status/1757188056145080690,wallstreetbets,1,cspratt15139,wallstreetbets
Your ticket to crypto success: Join our Discord. ️ https://t.co/i4YYqBKRc9 $LUNA $APE $SEI $GNO $BLUR $ROSE $AR $ZEC $GAS $TWT $XAUT $GMX $CSPR $NEXO $HT $BTC $ETH $SOL $ADA $BNB https://t.co/yv0S4Hp8EU,1.76E+31,2024-02-12 23:38:03+00:00,basak_cherry,1.46E+31,en,👉,0,1,0,0,https://x.com/basak_cherry/status/1757187341842514229,,0,basak_cherry,
 Giveaway ends in three days. 10 lucky winners will be chosen at random. all tasks in the pinned message. Follow Like &amp; Retweet #Bnb #Kaby #Bsc #Beo20 #Memes https://t.co/CkPYk7bzUs,1.76E+31,2024-02-12 23:35:05+00:00,KhabyBsc,9.27E+30,en,NaN,0,97,83,102,https://x.com/KhabyBsc/status/1757186591787819044,,0,KhabyBsc,
Let's Make #BNB Memes Great Again #BabyDogeArmy https://t.co/JI7PaC5tAJ,1.76E+31,2024-02-12 23:33:27+00:00,BabyDogeCoin,1.35E+31,en,Not affiliated with dogecoin,10,600,563,2235,https://x.com/BabyDogeCoin/status/1757186181014393223,,0,BabyDogeCoin,
Crypto Performance Upto 1Y Perfectly balanced $BTC $ETH $BNB $SOL $XRP $AVAX $PEPE $SHIB $SUI $TON $TRX $UNI $OP $MKR $MATIC $MANA $LINK $HBAR $EOS $DOT $DOGE $BCH $ATOM $ARB $APT $WLD #crypto https://t.co/4Pp5utsJDY,1.76E+31,2024-02-12 23:25:31+00:00,extra_rice,11445732.0,en,NaN,0,0,0,0,https://x.com/extra_rice/status/1757184185997877626,,0,extra_rice,
I got the first one of his BNB down https://t.co/riRvdsHZX5,1.76E+31,2024-02-12 23:23:41+00:00,Naichism,1.47E+31,en,Yu di Kòrsou 🇨🇼,0,2,0,5,https://x.com/Naichism/status/1757183725052268998,,0,Naichism,
Crypto30 Index: 1594.96 It tracks the top 30 cryptos (excluding stablecoins and wraps) scaled down by 10B. #Crypto30 #BTC #ETH #BNB #SOL #XRP #ADA #AVAX #LINK #DOGE #TRX https://t.co/UYD4QQi27H,1.76E+31,2024-02-12 23:13:44+00:00,Crypto30_index,8.83E+30,en,El Salvador,0,0,0,1,https://x.com/Crypto30_index/status/1757181220822384841,,0,Crypto30_index,
Ok so this is the best pic your gonna get today. The mirror at my air BNB (still haven't found an apartment ) is aweful but Im feeling a bit better than I was throughout the day at least https://t.co/TnrzGj8y11,1.76E+29,2024-02-12 23:13:02+00:00,chpc_marsoffice,1.57E+31,en,they/them,0,1,0,1,https://x.com/chpc_marsoffice/status/1757181042690048053,,0,chpc_marsoffice,
Latest HODL team roundup is now live! Discover more over at https://t.co/NMiezLjie4 #HODL $HODL #HODLers #HODLer #HODLing #HODLcoin #HODLtoken #BSC #BNB $BNB #DeFi #Crypto #NFT #NFTs #P2E,1.76E+30,2024-02-12 23:06:19+00:00,HODL_P2E,1.67E+29,en,HODLVERSE Inc,0,1,2,15,https://x.com/HODL_P2E/status/1757179354382008425,,0,HODL_P2E,
Servers going up in other countries! Read below! #Bullish #SOL #BTC #ETH #AVAX #USDT #LUNA #OP #BNB #XRP #ADA #OKB #ARB #DOGE #DOT #TRX #LINK #MATIC #SHIB #LTC #WBTC #BCH #ATOM #ETC #NEAR #IMX #INJ #XLM #UNI #FIL,1.76E+31,2024-02-12 22:57:04+00:00,CrazyWorldTimez,1.38E+31,en,"Las Cruces, NM",0,1,0,2,https://x.com/CrazyWorldTimez/status/1757177024236360170,,0,CrazyWorldTimez,
Day 12 on the spot grid bot. The experiment is almost half way. 23$ in grid profit so far and almost 200$ in plus due to the good market conditions. #SOL #DOT #BNB #CRYPTO https://t.co/1rhIZWkERv,1.76E+31,2024-02-12 22:53:41+00:00,SuperVegetaBTC,1.62E+31,en,NaN,0,0,0,1,https://x.com/SuperVegetaBTC/status/1757176175477064063,,0,SuperVegetaBTC,
SmurfsINU $SMURF Memecoin Season on board next 100x #Kucoin #MEXC $TWT $ASTR $SAND $RNDR $SHIB $CAKE $PRIMAL $OPTI $KING $LUNC $cgpt $gafi $raca $ceek $token $sonic $dons $ctt $kas $kcs $okx $dext $gfal $dino $bnb $noot $mx $pepa $wkc $vra $play $grbe $bonk $moov $cal $wan https://t.co/Btb0qTmGD2,1.76E+31,2024-02-11 23:59:48+00:00,KucoinJapanese,1.61E+31,en,NaN,0,3,0,0,https://x.com/KucoinJapanese/status/1756830426839068943,,0,KucoinJapanese,
2 hours to go yellow to purple with Vic without learning anything except the BnB and 1 1 2 as a punish. He fun af NGL https://t.co/NsQUC1cchF,1.76E+31,2024-02-11 23:49:55+00:00,TK_ATRX,1.04E+31,en,"England, United Kingdom",0,1,0,2,https://x.com/TK_ATRX/status/1756827936500351269,,0,TK_ATRX,
Really? 5 BNB for one theNFT?! @ThenaFi_ https://t.co/vXmSnw3S5l,1.76E+31,2024-02-11 23:45:28+00:00,2tablespoonbbq,1.46E+31,en,NaN,0,0,0,1,https://x.com/2tablespoonbbq/status/1756826820299640879,ThenaFi_,1,2tablespoonbbq,ThenaFi_
Why they tranna say I was inna air bnb wit delane mmcht,1.76E+31,2024-02-11 23:41:15+00:00,DariyHollin,1.50E+31,en,"Atlanta, GA",0,2,0,1,https://x.com/DariyHollin/status/1756825759539138714,,0,DariyHollin,
BNBETS 0.999 BNB ($319.40) 383 110 $BETS 0xbc2e 8c12 | Txn Position +25.46% Market Cap $63 604 Biggest Buy Comp Prize 1 BNB (2nd 0.25 BNB) ⏳ Ends in 70 hours 08 min 22 sec /comp Chart Trade Trending @Bnbets2024 #Bnbets #superbowlLVIII,1.76E+31,2024-02-11 23:40:11+00:00,DougLahey,215415812.0,en,Newfoundland and Labrador,0,2,3,3,https://x.com/DougLahey/status/1756825489505722714,Bnbets2024,1,DougLahey,Bnbets2024
$Fio #Fio patience testing #HOLD The pump will start soon $Btc $Eth $BNB $OM $POWR $AI #Bnb #Btc #BINANCE #binancelab #Crypto #Topgainer #NFT #INFRASTRUCTURE #Layer1 https://t.co/fAIv7trxIu,1.76E+31,2024-02-11 23:38:43+00:00,AbbasMemon99,1.40E+31,en,NaN,0,1,0,0,https://x.com/AbbasMemon99/status/1756825121426231334,,0,AbbasMemon99,
Cable &gt; streaming Hotels &gt; that BNB bullshit,1.76E+31,2024-02-11 23:37:33+00:00,texasruger,1.32E+31,en,HTX,0,1,0,0,https://x.com/texasruger/status/1756824825601855999,,0,texasruger,
 NFT Whitelist Wallets Updated! ALL whitelisted addresses have been updated for NFT Mint! ⏰ NFT Mint starts today at 14:00 UTC! NFT Contract address: 0xe666d79157cdd44a11d39ffd974f10a5f44ade71 How to mint ️To Mint send 0.5 BNB to the NFT Mint Contract address,1.76E+31,2024-02-11 23:36:58+00:00,KingCat_BSC,1.75E+31,en,NaN,0,37,27,46,https://x.com/KingCat_BSC/status/1756824678679613662,,0,KingCat_BSC,
Don t miss it! @AnyInuCoin @Coinstages #Solana #BNB #Ethererum #AVAX https://t.co/mExv2NpB4B,1.76E+31,2024-02-11 23:35:16+00:00,ZZebra704,1.48E+31,en,NaN,0,4,6,22,https://x.com/ZZebra704/status/1756824252634841238,"AnyInuCoin,Coinstages",2,ZZebra704,AnyInuCoin
What price will we reach within the next 7 days on $SWFTC #TaylorSwift #SuperBowl #SWFTCARMY $BTC $FOX $ABT $DOGE $PEPE $SHIB $ETH $POWR $YFII $NEO $BNB $XRP $SOL $ADA,1.76E+31,2024-02-11 23:34:29+00:00,rororo20002,1.55E+31,en,NaN,0,1,2,2,https://x.com/rororo20002/status/1756824054953124164,,0,rororo20002,
Gm guys This week is quite important #Btc's recovery is remarkable Or will it continue to adjust? Will depend on price reaction this week! $Eth $Bnb $Op $Manta $Xai $Alt #Bullrun20242025 #Grayscale #bullrun #Market #aurora #Binance https://t.co/fS619GdAsY,1.76E+31,2024-02-11 23:34:00+00:00,Deg3nstation,1.43E+31,en,NaN,0,2,0,0,https://x.com/Deg3nstation/status/1756823932047425550,,0,Deg3nstation,
Back of the bnb https://t.co/bp7FWwmSTw,1.76E+31,2024-02-11 23:32:49+00:00,Phoreign,187572123.0,en,"Yonkers, NY",0,0,0,3,https://x.com/Phoreign/status/1756823633622646817,,0,Phoreign,
Would #TaylorSwift place $bets with our #betting bot on the #SuperBowl2024 ? #BNB #BNBETS Soon she will!! https://t.co/3d8yV2ah8A,1.76E+31,2024-02-11 23:32:00+00:00,BNBets2024,1.75E+31,en,"Rotterdam, The Netherlands",0,2,2,4,https://x.com/BNBets2024/status/1756823427925598246,,0,BNBets2024,
 The big game is upon us! We raised $250 USD (50 Squares picked) thanks to your generosity To complete the board we gave everyone double their original squares picked! $60 for First Half score $65 for Final score $125 to a Passion United BNB Good Luck + Thank You,1.76E+31,2024-02-11 23:23:57+00:00,PassionUnited_,1.74E+31,en,NaN,0,0,0,9,https://x.com/PassionUnited_/status/1756821405738340365,,0,PassionUnited_,
Marshmallow Exchange is live on $BNBChain! Trade various BEP20 tokens like $MRSH $BTCB $DOGE $BNB $USDT and more with low fees. Add liquidity and earn 0.20% from transaction fees. Join us on Tg: https://t.co/xjndciNVbo Decentralized user-friendly and rewarding! https://t.co/z0CpAHqLNY,1.76E+31,2024-02-11 23:21:15+00:00,Coinhunter2k24,1.75E+31,en,NaN,0,4,6,11,https://x.com/Coinhunter2k24/status/1756820724449189907,,0,Coinhunter2k24,
New listing on coindetector! Welcome MOONFi | #MOON Today Trends | @Moon_Bep20 https://t.co/CWKRAimInI #BNB #BSC #PANCAKESWAP #BTC https://t.co/FOX7hVfcbY,1.76E+31,2024-02-11 23:17:39+00:00,CoindetectorLst,1.73E+31,en,Web3,0,0,0,0,https://x.com/CoindetectorLst/status/1756819818458546342,Moon_Bep20,1,CoindetectorLst,Moon_Bep20
 2014 - You missed $DOGE 2015 - You missed $XRP 2016 - You missed $ETH 2017 - You missed $ADA 2018 - You missed $BNB 2019 - You missed $LINK 2020 - You missed $DOT 2021 - You missed $SHIB 2022 - You missed $GMX In 2024- You don t miss $derp #1000x,1.76E+31,2024-02-11 23:17:35+00:00,Robo1Dog3,1.71E+31,en,Norfolk,0,0,0,0,https://x.com/Robo1Dog3/status/1756819801534525845,,0,Robo1Dog3,
New GreenMiner in the mix? 4060ti #karlsenhash. Who is it? More will be revealed. @karlsennetwork $kls @un_mineable $GEM $CZUsd $bnb https://t.co/AzRpX1E3LI https://t.co/b4CvsnXRYO,1.76E+31,2024-02-11 23:16:06+00:00,GreenEnrgyMiner,1.68E+31,en,"West Virginia, USA",0,1,0,4,https://x.com/GreenEnrgyMiner/status/1756819428816363924,"karlsennetwork,un_mineable",2,GreenEnrgyMiner,karlsennetwork
Congratulations to the MILO DOG team on successfully obtaining their #Safu badge. The only way to obtain a Safu badge on Pinksale is to work with one of our trusted Safu developers! Check them out below: https://t.co/MQdiPpMFr7 #BSC #BNB #BTC https://t.co/VHjjHkYX6I,1.76E+31,2024-02-11 23:14:46+00:00,pinkecosystem,1.39E+31,en,NaN,0,17,5,10,https://x.com/pinkecosystem/status/1756819091556286812,,0,pinkecosystem,
Dextools https://t.co/8uavw0Rw81 TO THE MOON x50 - x100 000. don't miss this diamond and become a millionaire with $RAO the big whales are coming! Buy Rao Cash on PancakeSwap https://t.co/fI3W4GzMBi #RAO #RaoCash #crypto #bnb #Binance #KYC #Cash #Audit #X https://t.co/fMWd5NGhkK,1.76E+30,2024-02-11 23:09:38+00:00,Rao_Cash,1.63E+31,en,NaN,0,2,1,2,https://x.com/Rao_Cash/status/1756817801531036104,,0,Rao_Cash,
#WSM value #BnB 0 #Metamask #TrustWallet and #ETH price value false ,1.76E+31,2024-02-11 23:02:15+00:00,frenchysguy,469183384.0,en,"Crozon, France",0,9,0,1,https://x.com/frenchysguy/status/1756815943886324136,,0,frenchysguy,
Scramble! The football Is about to kick off! Betting is open at Terracasino #NFL #SPORTS #NFC #AFC #NCAA #CFL #AFL #USFL #WFL #AFC 'NFC #CFP #SuperBowl #LUNC #LUNA #MATIC #BTC #ETH #BNB #BUSD #USDC #USDT #DOGE #casino #crypto #web3 #brc20 #Terra #cosmos #DeFi https://t.co/60YvOlv3T0,1.76E+31,2024-02-11 23:00:02+00:00,TerraCasino_io,1.59E+31,en,Earth,0,4,0,1,https://x.com/TerraCasino_io/status/1756815384072606141,,0,TerraCasino_io,
 OPBNB Surpasses 950 000 Daily Users &amp; Keeps Fees Low! OPBNB's achievement of over 950 000 daily active users and maintaining GAS fees at just 5 BNB signals a significant leap towards making DeFi more accessible and efficient for everyone. Impact Highlights: For Users https://t.co/YiWhrwmiBk,1.76E+31,2024-02-11 22:55:30+00:00,Erzenggel,1.45E+31,en,NaN,0,1,2,10,https://x.com/Erzenggel/status/1756814244006199544,,0,Erzenggel,
New listing on coindetector! Welcome Direct | #DRT Today Trends | @DCApp2024 https://t.co/PZOxhCgEfi #BNB #BSC #PANCAKESWAP #BTC https://t.co/cgRniS5M5d,1.76E+31,2024-02-11 22:53:29+00:00,CoindetectorLst,1.73E+31,en,Web3,0,0,0,1,https://x.com/CoindetectorLst/status/1756813737019720110,DCApp2024,1,CoindetectorLst,DCApp2024
everyone go read love you just as you are for mama sung and bnb content :) https://t.co/uEjGOtUOVC,1.76E+31,2024-02-11 22:47:27+00:00,luvbao__,1.72E+31,en,any pronouns - 21 - zb1,0,1,2,10,https://x.com/luvbao__/status/1756812217264255410,,0,luvbao__,
Rao Cash - the world's first decentralized payment money and innovative global community network for financial freedom and independence. Highest Fixed APY: 2 920.08% per year. Just buy and store $RAO and get rewards. https://t.co/d9pmRQVPl5 #RAO #RaoCash #crypto #bnb #Binance https://t.co/xzu1PxXk2z,1.76E+31,2024-02-11 22:30:29+00:00,Rao_Cash,1.63E+31,en,NaN,0,0,0,1,https://x.com/Rao_Cash/status/1756807947802321143,,0,Rao_Cash,
️ Merch Worth HODLing! ️ Check out the HODL merch store featuring over 100 incredible products in countless options of size and color! Visit https://t.co/0O22Bj51xg to grab some awesome merch! #HODL #HODLing #HODLers #HODLer #DeFi #BSC #BNB $BNB #BinanceSmartChain https://t.co/qP8eEaMysK,1.76E+31,2024-02-11 22:01:33+00:00,HODL_Official,1.38E+30,en,HODLVERSE Inc,1,4,5,22,https://x.com/HODL_Official/status/1756800667790746036,,0,HODL_Official,
$mkr #mkr 100% profits archived Always take your profits Like and follow for more updates Join my free Chanel (LINK ON BIO) $sol $ada $iota $wld $cream $perp $loon $link $tia $people $cake $uma $manta $bnb $trx $xrp $btc https://t.co/eRN9PxiLdq,1.76E+31,2024-02-10 23:58:24+00:00,Alphasignals11,2758782317.0,en,United Kingdom,0,1,0,0,https://x.com/Alphasignals11/status/1756467687423713536,,0,Alphasignals11,
New $HODL Reinvest: 02/10/2024 23:56:37 (UTC) Wallet: 0xdfce8... Spent: 0.02 #BNB ($5.68) Got: 1 962 159 703 #HODLtoken Price: $0.000000002862 Balance increased: 0.09% New #HODL Balance: 2 278 385 752 555 #HODL @HODL_OFFICIAL,1.76E+31,2024-02-10 23:57:42+00:00,HODL_Buys,1.61E+31,en,HODLVERSE Inc,0,0,0,10,https://x.com/HODL_Buys/status/1756467510847693011,HODL_OFFICIAL,1,HODL_Buys,HODL_OFFICIAL
Airdrop #modenetwork (By @modenetwork) Reward : Confirmed Register : https://t.co/knfl5g18FB (Invite code: GSh42S) Connect Wallet Check-in (Daily) Complete quests Done #modenetwork #modenetworkairdrop #Airdrop #ETH #BNB #web3 #token #newairdrop #l2 #Layer2 https://t.co/YCXS3SEtwA,1.76E+31,2024-02-10 23:53:29+00:00,pazzekalle_eth,1315578378.0,en,🇲🇨 Monaco,0,8,13,15,https://x.com/pazzekalle_eth/status/1756466447893561586,modenetwork,1,pazzekalle_eth,modenetwork
Celebrate 300% growth on $BTC this week. https://t.co/qoXSow81GG $RNBW $BNB $LITH $BTC $LTC $XRP $OMG $BNB $LINK $XLM $RLC https://t.co/9l8NcEsAFu,1.76E+31,2024-02-10 23:52:27+00:00,Tonguering4me,116049067.0,en,Everywhere I wanna be.,0,1,0,0,https://x.com/Tonguering4me/status/1756466186588496028,,0,Tonguering4me,
Discover crypto cost averaging benefits! https://t.co/qoXSow81GG $BTC $SOL $ETH $BNB $XRP $DOGE $ARB $MATIC $LINK $TRX $BCH $DOT $SHIB $APT $ATOM $AVAX $PEPE $SUI $WLD $MKR $TON $MANA $EOS $HBAR $OP $UNI https://t.co/31zLDQTiLx,1.76E+31,2024-02-10 23:50:43+00:00,Tonguering4me,116049067.0,en,Everywhere I wanna be.,0,3,0,0,https://x.com/Tonguering4me/status/1756465751823724856,,0,Tonguering4me,
